Level,Position,Type,Name,Description,Pattern,en.name,en.description,he.name,he.description,ru.name,ru.description,de.name,de.description,es.name,es.description,tr.name,tr.description,ua.name,ua.description
1,189,ARTICLE,189 Be Inian Limud Kabbalah,,rb-dargot-sulam-189-be-inian-limud-kabbalah,Article 189,,בענין לימוד חכמת הקבלה,,К вопросу изучения науки каббала,,Artikel 189,,Artículo 189,,Makale 189,,До питання вивчення науки каббала,
1,190,ARTICLE,190 Makom Tshuva,,rb-dargot-sulam-190-makom-tshuva,Article 190,,מקום בעלי תשובה,,К вопросу изучения науки каббала,,Artikel 190,,Artículo 190,,Makale 190,,До питання вивчення науки каббала,
1,191,ARTICLE,191 Tafkidim Or Hohma,,rb-dargot-sulam-191-tafkidim-or-hohma,Article 191,,תפקידים לאור חכמה,,Функции Ор Хохма,,Artikel 191,,Artículo 191,,Makale 191,,Функції Ор Хохма,
1,192,ARTICLE,192 Iesodot,,rb-dargot-sulam-192-iesodot,Article 192,,יסודות,,Основы,,Artikel 192,,Artículo 192,,Makale 192,,Основи,
1,193,ARTICLE,193 Pirush Zimzum Bet,,rb-dargot-sulam-193-pirush-zimzum-bet,Article 193,,פירוש על צמצום ב',,Второе Cокращение (Цимцум Бет ),,Artikel 193,,Artículo 193,,Makale 193,,Друге Скорочення (Цимцум Бет),
1,194,ARTICLE,194 Mipnei Ma Neenash David,,rb-dargot-sulam-194-mipnei-ma-neenash-david,Article 194,,מפני מה נענש דוד,,Почему был наказан Давид?,,Artikel 194,,Artículo 194,,Makale 194,,Чому був покараний Давид?,
1,195,ARTICLE,195 Shituf Din Rahamim,,rb-dargot-sulam-195-shituf-din-rahamim,Article 195,,ענין שיתוף מדת הדין ברחמים,,Суть совмещения свойства суда с милосердием,,Artikel 195,,Artículo 195,,Makale 195,,Суть суміщення властивості суду з милосердям,
1,196,ARTICLE,196 Mesirut Nefesh,,rb-dargot-sulam-196-mesirut-nefesh,Article 196,,ענין מסירות נפש,,Преданность,,Artikel 196,,Artículo 196,,Makale 196,,Відданість,
1,197,ARTICLE,197 Isurim,,rb-dargot-sulam-197-isurim,Article 197,,ענין יסורים (א'),,Страдания-1,,Artikel 197,,Artículo 197,,Makale 197,,Страждання (1),
1,198,ARTICLE,198 Hohma Hasadim,,rb-dargot-sulam-198-hohma-hasadim,Article 198,,חכמה וחסדים,,Мудрость и доброта,,Artikel 198,,Artículo 198,,Makale 198,,Мудрість і доброта,
1,199,ARTICLE,199 Tora Beal Pe,,rb-dargot-sulam-199-tora-beal-pe,Article 199,,תורה שבעל פה,,Устная Тора,,Artikel 199,,Artículo 199,,Makale 199,,Усна Тора,
1,200,ARTICLE,200 Adam Mekabel Anaa,,rb-dargot-sulam-200-adam-mekabel-anaa,Article 200,,אדם מקבל הנאה מג' כלים,,Человек получает удовольствие от трёх вещей,,Artikel 200,,Artículo 200,,Makale 200,,Людина отримує задоволення від трьох речей,
1,201,ARTICLE,201 Aliiat Man 1,,rb-dargot-sulam-201-aliiat-man-1,Article 201,,"עלית מ""ן (א')",,Поднятие МАН-1,,Artikel 201,,Artículo 201,,Makale 201,,Підняття МАН (1),
1,202,ARTICLE,202 Inian Iraa,,rb-dargot-sulam-202-inian-iraa,Article 202,,ענין יראה,,Благоговение,,Artikel 202,,Artículo 202,,Makale 202,,Благоговіння,
1,203,ARTICLE,203 Tora Niknet,,rb-dargot-sulam-203-tora-niknet,Article 203,,תורה נקנית על ידי יסורים,,Тора приобретается страданиями,,Artikel 203,,Artículo 203,,Makale 203,,Тора здобувається стражданнями,
1,204,ARTICLE,204 Bet Minei Tshuva,,rb-dargot-sulam-204-bet-minei-tshuva,Article 204,,ב' מיני תשובה,,Два вида возвращения к вере,,Artikel 204,,Artículo 204,,Makale 204,,Два види повернення до віри,
1,205,ARTICLE,205 Maase Ve Kavana,,rb-dargot-sulam-205-maase-ve-kavana,Article 205,,מעשה וכוונה,,Действие и намерение,,Artikel 205,,Artículo 205,,Makale 205,,Дія і намір,
1,206,ARTICLE,206 Gimel Dvarim Ba Olam,,rb-dargot-sulam-206-gimel-dvarim-ba-olam,Article 206,,ג' דברים בעולם,,Три вещи в мире,,Artikel 206,,Artículo 206,,Makale 206,,Три речі в світі,
1,207,ARTICLE,207 Be Pshaahem,,rb-dargot-sulam-207-be-pshaahem,Article 207,,בפשעכם שולחה אמכם,,За преступления ваши изгнана ваша мать,,Artikel 207,,Artículo 207,,Makale 207,,За злочини ваші вигнано вашу матір,
1,208,ARTICLE,208 Inian Afar,,rb-dargot-sulam-208-inian-afar,Article 208,,ענין עפר,,Прах,,Artikel 208,,Artículo 208,,Makale 208,,Прах,
1,209,ARTICLE,209 Inian Hatan Ve Kala,,rb-dargot-sulam-209-inian-hatan-ve-kala,Article 209,,ענין חתן וכלה,,Жених и невеста,,Artikel 209,,Artículo 209,,Makale 209,,Наречений і наречена,
1,210,ARTICLE,210 Maasei Adam,,rb-dargot-sulam-210-maasei-adam,Article 210,,מעשי אדם,,Действия человека,,Artikel 210,,Artículo 210,,Makale 210,,Дії людини,
1,211,ARTICLE,211 Bhinat Adam,,rb-dargot-sulam-211-bhinat-adam,Article 211,,בחינת אדם,,Человек,,Artikel 211,,Artículo 211,,Makale 211,,Людина,
1,212,ARTICLE,212 Bhinat Eihal,,rb-dargot-sulam-212-bhinat-eihal,Article 212,,בחינת היכל,,Ковчег,,Artikel 212,,Artículo 212,,Makale 212,,Ковчег,
1,213,ARTICLE,213 Inian Hosheh,,rb-dargot-sulam-213-inian-hosheh,Article 213,,"ענין חושך, אש, צל",,"Темень, огонь, тень",,Artikel 213,,Artículo 213,,Makale 213,,"Темрява, вогонь, тінь",
1,214,ARTICLE,214 Gozel Aviv Ve Imo,,rb-dargot-sulam-214-gozel-aviv-ve-imo,Article 214,,גוזל אביו ואמו,,Грабящий отца своего и мать свою,,Artikel 214,,Artículo 214,,Makale 214,,"Той, хто грабує батька свого і матір свою",
1,215,ARTICLE,215 Ahnasat Orhim 1,,rb-dargot-sulam-215-ahnasat-orhim-1,Article 215,,הכנסת אורחים (א'),,Гостеприимство-1,,Artikel 215,,Artículo 215,,Makale 215,,Гостинність (1),
1,216,ARTICLE,216 Nashim,,rb-dargot-sulam-216-nashim,Article 216,,ענין נשים,,Женщины,,Artikel 216,,Artículo 216,,Makale 216,,Жінки,
1,217,ARTICLE,217 Brah Dodi,,rb-dargot-sulam-217-brah-dodi,Article 217,,ברח דודי,,Бежал возлюбленный,,Artikel 217,,Artículo 217,,Makale 217,,Мій дядко тікав,
1,218,ARTICLE,218 Israel Bnei Melahim,,rb-dargot-sulam-218-israel-bnei-melahim,Article 218,,ישראל הם בני מלכים,,Сыновья Израиля являются сыновьями царей,,Artikel 218,,Artículo 218,,Makale 218,,Сини Ізраїля є синами царів,
1,219,ARTICLE,219 Bakesh Shalom,,rb-dargot-sulam-219-bakesh-shalom,Article 219,,בקש שלום ורדפהו,,Ищи мира и следуй за ним,,Artikel 219,,Artículo 219,,Makale 219,,Шукай миру і прямуй за ним,
1,220,ARTICLE,220 Taam Dvarim Ktanim,,rb-dargot-sulam-220-taam-dvarim-ktanim,Article 220,,טעם בדברים קטנים וגשמיים,,Вкус маленьких материальных вещей,,Artikel 220,,Artículo 220,,Makale 220,,Смак маленьких матеріальних речей,
1,221,ARTICLE,221 Mau Haim,,rb-dargot-sulam-221-mau-haim,Article 221,,מהו חיים,,Что такое жизнь?,,Artikel 221,,Artículo 221,,Makale 221,,Що таке життя?,
1,222,ARTICLE,222 Birurim Be Avoda,,rb-dargot-sulam-222-birurim-be-avoda,Article 222,,בירורים בעבודה,,Выяснения в работе,,Artikel 222,,Artículo 222,,Makale 222,,З'ясування у роботі,
1,223,ARTICLE,223 Knisa Le Avoda,,rb-dargot-sulam-223-knisa-le-avoda,Article 223,,הכניסה לעבודה,,Начало работы,,Artikel 223,,Artículo 223,,Makale 223,,Початок роботи,
1,224,ARTICLE,224 Sibat Emuna,,rb-dargot-sulam-224-sibat-emuna,Article 224,,סיבת האמונה,,Основание для веры,,Artikel 224,,Artículo 224,,Makale 224,,Основа для віри,
1,225,ARTICLE,225 Shemot Nikra,,rb-dargot-sulam-225-shemot-nikra,Article 225,,שמות נקרא רק כלפי התחתון,,Имена существуют только относительно низшего,,Artikel 225,,Artículo 225,,Makale 225,,Імена існують тільки відносно нижчого,
1,226,ARTICLE,226 Aron Nose,,rb-dargot-sulam-226-aron-nose,Article 226,,הארון נושא את נושאיו,,Ковчег несёт несущих его,,Artikel 226,,Artículo 226,,Makale 226,,"Ковчег несе тих, хто несе його",
1,227,ARTICLE,227 Be Katnut Mitgalot Gvurot,,rb-dargot-sulam-227-be-katnut-mitgalot-gvurot,Article 227,,בקטנות מתגלות מקודם הגבורות,,В малом состоянии прежде раскрывается мужество,,Artikel 227,,Artículo 227,,Makale 227,,В малому стані спочатку розкривається мужність,
1,228,ARTICLE,228 Moshe Bhinat Emuna,,rb-dargot-sulam-228-moshe-bhinat-emuna,Article 228,,משה בחינת אמונה,,Моше – это вера,,Artikel 228,,Artículo 228,,Makale 228,,Моше - це віра,
1,229,ARTICLE,229 Piia,,rb-dargot-sulam-229-piia,Article 229,,פיה פתחה בחכמה,,Уста свои открывает с мудростью,,Artikel 229,,Artículo 229,,Makale 229,,Вуста свої відкриває з мудрістю,
1,230,ARTICLE,230 Atahat Elokim Anohi,,rb-dargot-sulam-230-atahat-elokim-anohi,Article 230,,התחת אלקים אנכי,,Ужели я вместо Бога,,Artikel 230,,Artículo 230,,Makale 230,,Чи вже я замість Бога,
1,231,ARTICLE,231 Aza Azazel,,rb-dargot-sulam-231-aza-azazel,Article 231,,עזא ועזאל,,Аза и Азаэль,,Artikel 231,,Artículo 231,,Makale 231,,Аза і Азаель,
1,232,ARTICLE,232 Shohad Lesitra Ahra,,rb-dargot-sulam-232-shohad-lesitra-ahra,Article 232,,ענין נתינת שוחד לסטרא אחרא,,Подкуп злого начала,,Artikel 232,,Artículo 232,,Makale 232,,Підкуп злого начала,
1,233,ARTICLE,233 Inian Ienika,,rb-dargot-sulam-233-inian-ienika,Article 233,,ענין יניקה,,Вскармливание,,Artikel 233,,Artículo 233,,Makale 233,,Вигодовування,
1,234,ARTICLE,234 Meziut,,rb-dargot-sulam-234-meziut,Article 234,,מציאות וקיום המציאות,,Реальность и существование реальности,,Artikel 234,,Artículo 234,,Makale 234,,Реальність та існування реальності,
1,235,ARTICLE,235 Zurot Or,,rb-dargot-sulam-235-zurot-or,Article 235,,צורות האור,,Формы света,,Artikel 235,,Artículo 235,,Makale 235,,Форми світла,
1,236,ARTICLE,236 Mlea Kol Arez,,rb-dargot-sulam-236-mlea-kol-arez,Article 236,,מלא כל הארץ כבודו,,Вся земля полна славой Его,,Artikel 236,,Artículo 236,,Makale 236,,Вся земля наповнена славою Його,
1,237,ARTICLE,237 Bhinat Moha Liba,,rb-dargot-sulam-237-bhinat-moha-liba,Article 237,,בחינת מוחא וליבא,,Разум и сердце,,Artikel 237,,Artículo 237,,Makale 237,,Розум та серце,
1,238,ARTICLE,238 Simhat Hatan Kala,,rb-dargot-sulam-238-simhat-hatan-kala,Article 238,,שמחת חתן וכלה,,Радость жениха и невесты,,Artikel 238,,Artículo 238,,Makale 238,,Радість нареченого та нареченої,
1,239,ARTICLE,239 Bhinat Almanot,,rb-dargot-sulam-239-bhinat-almanot,Article 239,,בחינת אלמנות,,Вдовство,,Artikel 239,,Artículo 239,,Makale 239,,Вдівство,
1,240,ARTICLE,240 Avhanot Mazavim,,rb-dargot-sulam-240-avhanot-mazavim,Article 240,,הבחנות במצבים,,Разница между состояниями,,Artikel 240,,Artículo 240,,Makale 240,,Різниця між станами,
1,241,ARTICLE,241 Be Ibud,,rb-dargot-sulam-241-be-ibud,Article 241,,באבוד רשעים רינה,,Потеря злодеев - ликование,,Artikel 241,,Artículo 241,,Makale 241,,Втрата злочинців - радість,
1,242,ARTICLE,242 Mahu Rahum,,rb-dargot-sulam-242-mahu-rahum,Article 242,,"מה הוא רחום, אף אתה רחום",,Сравнение свойств,,Artikel 242,,Artículo 242,,Makale 242,,Порівняння властивостей,
1,243,ARTICLE,243 Meziat Hen,,rb-dargot-sulam-243-meziat-hen,Article 243,,מציאת חן,,Обрести милость,,Artikel 243,,Artículo 243,,Makale 243,,Знайти милість,
1,244,ARTICLE,244 Tshuva,,rb-dargot-sulam-244-tshuva,Article 244,,תשובה,,Возвращение,,Artikel 244,,Artículo 244,,Makale 244,,Повернення,
1,245,ARTICLE,245 Ezrat Ashem,,rb-dargot-sulam-245-ezrat-ashem,Article 245,,עזרת ה',,Помощь от Творца,,Artikel 245,,Artículo 245,,Makale 245,,Допомога для Творця,
1,246,ARTICLE,246 Inian Shkalim 2,,rb-dargot-sulam-246-inian-shkalim-2,Article 246,,ענין שקלים (ב'),,"Шкалим (взвешиваем, обдумываем-2",,Artikel 246,,Artículo 246,,Makale 246,,"Шкалім (зважуємо, обмірковуємо)",
1,247,ARTICLE,247 Makpid Haluko,,rb-dargot-sulam-247-makpid-haluko,Article 247,,המקפיד על חלוקו להפכו,,Кто строг в делении наоборот,,Artikel 247,,Artículo 247,,Makale 247,,Хто суворий у поділі навпаки,
1,248,ARTICLE,248 Meaneg Shabbat,,rb-dargot-sulam-248-meaneg-shabbat,Article 248,,המענג את השבת,,Услаждающий субботу,,Artikel 248,,Artículo 248,,Makale 248,,"Той, хто насолоджує суботу",
1,249,ARTICLE,249 Ehta,,rb-dargot-sulam-249-ehta,Article 249,,אחטא ואשוב,,Согрешу и снова вернусь,,Artikel 249,,Artículo 249,,Makale 249,,Згрішу і знову повернусь,
1,250,ARTICLE,250 Irat Shamaim 1,,rb-dargot-sulam-250-irat-shamaim-1,Article 250,,כל שיש בו יראת שמים (א'),,Кто благоговеет перед Творцом-1,,Artikel 250,,Artículo 250,,Makale 250,,Хто благоговіє перед Творцем,
1,251,ARTICLE,251 Inian Minian,,rb-dargot-sulam-251-inian-minian,Article 251,,ענין המינין,,Миньян (десять молящихся мужчин - минимальное число для общественной молитвы),,Artikel 251,,Artículo 251,,Makale 251,,"Міньян (десять чоловіків, які моляться - мінімальна кількість для спільної молитви)",
1,252,ARTICLE,252 Lev Nishbar 1,,rb-dargot-sulam-252-lev-nishbar-1,Article 252,,לב נשבר (א'),,Разбитое сердце-1,,Artikel 252,,Artículo 252,,Makale 252,,Розбите серце (1),
1,253,ARTICLE,253 Al Talhem Lehem Ra,,rb-dargot-sulam-253-al-talhem-lehem-ra,Article 253,,אל תלחם את לחם רע עין,,Не довольствуйся хлебом злого глазом,,Artikel 253,,Artículo 253,,Makale 253,,Не задовольняйся хлібом злого оком,
1,254,ARTICLE,254 Melaha Sod Emuna,,rb-dargot-sulam-254-melaha-sod-emuna,Article 254,,מלאכה הוא סוד אמונה,,Работа - тайна веры,,Artikel 254,,Artículo 254,,Makale 254,,Робота - таємниця віри,
1,255,ARTICLE,255 Dvarav Met,,rb-dargot-sulam-255-dvarav-met,Article 255,,דבריו של מת,,Речи мёртвого,,Artikel 255,,Artículo 255,,Makale 255,,Промови мертвого,
1,256,ARTICLE,256 Or Yom Alef,,rb-dargot-sulam-256-or-yom-alef,Article 256,,האור שנברא ביום א' -א,,"Свет, который создан в первый день-1",,Artikel 256,,Artículo 256,,Makale 256,,"Світло, яке створене в перший день",
1,257,ARTICLE,257 Avoda Zara,,rb-dargot-sulam-257-avoda-zara,Article 257,,עבודה זרה,,Идолопоклонство,,Artikel 257,,Artículo 257,,Makale 257,,Ідолопоклонство,
1,258,ARTICLE,258 Eize Hu Ashir,,rb-dargot-sulam-258-eize-hu-ashir,Article 257,,איזהו עשיר,,Кто богатый?,,Artikel 258,,Artículo 258,,Makale 258,,Хто багатий?,
1,259,ARTICLE,259 Beit Mikdash,,rb-dargot-sulam-259-beit-mikdash,Article 259,,בנין בית המקדש,,Строительство Храма,,Artikel 259,,Artículo 259,,Makale 259,,Будівництво Храму,
1,260,ARTICLE,260 Gdol Mizva,,rb-dargot-sulam-260-gdol-mizva,Article 260,,גדול המצֻווה ועושה,,Важность заповеди и действие,,Artikel 260,,Artículo 260,,Makale 260,,Важливість заповіді і дія,
1,261,ARTICLE,261 Shma 1,,rb-dargot-sulam-261-shma-1,Article 261,,שמע בני מוסר אביך (א'),,Слушай сын мой наставление отца твоего (1),,Artikel 261,,Artículo 261,,Makale 261,,"Слухай, син мій, настанову батька твого (1)",
1,262,ARTICLE,262 Naseinu,,rb-dargot-sulam-262-naseinu,Article 262,,נשינו טובה,,И предали мы добро забвению,,Artikel 262,,Artículo 262,,Makale 262,,І пустили ми добро у забуття,
1,263,ARTICLE,263 Igra De Kala,,rb-dargot-sulam-263-igra-de-kala,Article 263,,אגרא דכלה,,Агра де-Кала,,Artikel 263,,Artículo 263,,Makale 263,,Агра де-Кала,
1,264,ARTICLE,264 Sak,,rb-dargot-sulam-264-sak,Article 264,,סק דרגא בחר שושבינא,,Получить друга на ступень выше себя,,Artikel 264,,Artículo 264,,Makale 264,,Отримати товариша на щабель вище себе,
1,265,ARTICLE,265 Maftechot Pnimiyot,,rb-dargot-sulam-265-maftechot-pnimiyot,Article 265,,מפתחות פנימיות ומפתחות חיצוניות,,Ключи от внутренних и ключи от наружных дверей,,Artikel 265,,Artículo 265,,Makale 265,,Ключі від внутрішніх і ключі від зовнішніх дверей,
1,266,ARTICLE,266 Kol Mishtatef,,rb-dargot-sulam-266-kol-mishtatef,Article 266,,כל המתיישב ביינו,,Находящиеся под воздействием вина,,Artikel 266,,Artículo 266,,Makale 266,,"Ті, що перебувають під впливом вина",
1,267,ARTICLE,267 Be Oraita,,rb-dargot-sulam-267-be-oraita,Article 267,,באורייתא אתברי בר נש,,В Торе создан человек,,Artikel 267,,Artículo 267,,Makale 267,,У Торі створена людина,
1,268,ARTICLE,268 Ein Adam Lomed,,rb-dargot-sulam-268-ein-adam-lomed,Article 268,,אין אדם לומד אלא במקום שלבו חפץ,,"Человек учится только тому, к чему лежит его сердце",,Artikel 268,,Artículo 268,,Makale 268,,"Людина вчиться тільки тому, до чого лежить її серце",
1,269,ARTICLE,269 Ein Adam Toreah,,rb-dargot-sulam-269-ein-adam-toreah,Article 269,,אין אדם טורח בסעודה ומפסידה,,Не приложишь усилия - потеряешь,,Artikel 269,,Artículo 269,,Makale 269,,Не прикладеш зусилля - втратиш,
1,270,ARTICLE,270 Ruah Briot 2,,rb-dargot-sulam-270-ruah-briot-2,Article 270,,כל שרוח הבריות נוחה הימנו (ב'),,Кто по душе людям-2,,Artikel 270,,Artículo 270,,Makale 270,,Хто до душі людям (2),
1,271,ARTICLE,271 Kol Adam Hen,,rb-dargot-sulam-271-kol-adam-hen,Article 271,,כל אדם שיש לו חן,,"Каждый, в ком есть милость",,Artikel 271,,Artículo 271,,Makale 271,,"Кожен, в кому є милість",
1,272,ARTICLE,272 Meshatef Shem Shamaim,,rb-dargot-sulam-272-meshatef-shem-shamaim,Article 272,,כל המשתף שם שמים ודבר אחר,,Кто соединяет имя Всевышнего с чем-то другим,,Artikel 272,,Artículo 272,,Makale 272,,Хто з'єднує ім'я Всевишнього з чимось іншим,
1,273,ARTICLE,273 Gibor,,rb-dargot-sulam-273-gibor,Article 273,,גיבור שבגבורים,,Доблестный герой,,Artikel 273,,Artículo 273,,Makale 273,,Доблесний герой,
1,274,ARTICLE,274 Ish Ve Isha,,rb-dargot-sulam-274-ish-ve-isha,Article 274,,דווקא על ידי איש ואשה,,Именно посредством мужчины и женщины,,Artikel 274,,Artículo 274,,Makale 274,,Саме за допомогою чоловіка і жінки,
1,275,ARTICLE,275 Oti Azvu,,rb-dargot-sulam-275-oti-azvu,Article 275,,הלואי אותי עזבו ותורתי שמרו,,Пусть бы Меня оставили и Тору Мою исполняли,,Artikel 275,,Artículo 275,,Makale 275,,Нехай би Мене залишили і Тору Мою виконували,
1,276,ARTICLE,276 Adam Or Bsaro,,rb-dargot-sulam-276-adam-or-bsaro,Article 276,,אדם כי יהיה בעור בשרו,,"Человек, если будет на коже тела его",,Artikel 276,,Artículo 276,,Makale 276,,"Людина, якщо буде на шкірі тіла її",
1,277,ARTICLE,277 Ehad Ahavura Met,,rb-dargot-sulam-277-ehad-ahavura-met,Article 277,,אחד מבני החבורה שמת,,Если один из группы товарищей умер,,Artikel 277,,Artículo 277,,Makale 277,,Якщо один з групи товаришів помер,
1,278,ARTICLE,278 Or Yom Alef,,rb-dargot-sulam-278-or-yom-alef,Article 278,,אור שנברא ביום א',,"Свет, созданный в первый день-2",,Artikel 278,,Artículo 278,,Makale 278,,"Світло, створене в перший день",
1,279,ARTICLE,279 Lama Nimshelu Israel,,rb-dargot-sulam-279-lama-nimshelu-israel,Article 279,,למה נמשלו ישראל לזית,,Почему еврейский народ уподобляют оливкам?,,Artikel 279,,Artículo 279,,Makale 279,,Чому єврейський народ уподібнюють до оливок?,
1,280,ARTICLE,280 Inian Olam Ze Ve Aba,,rb-dargot-sulam-280-inian-olam-ze-ve-aba,Article 280,,ענין עולם הזה ועולם הבא (א'),,Мир настоящий и мир будущий-1,,Artikel 280,,Artículo 280,,Makale 280,,Світ справжній і світ майбутній (1),
1,281,ARTICLE,281 Or Zair Bemizva 1,,rb-dargot-sulam-281-or-zair-bemizva-1,Article 281,,הוי זהיר במצוה קלה כבחמורה (א'),,"Остерегайтесь лёгких заповедей не менее, чем тяжёлых-1",,Artikel 281,,Artículo 281,,Makale 281,,"Остерігайтеся легких заповідей не менше, ніж важких (1)",
1,282,ARTICLE,282 Oi Zair Bemizva 2,,rb-dargot-sulam-282-oi-zair-bemizva-2,Article 282,,הוי זהיר במצוה קלה כבחמורה (ב'),,"Остерегайтесь лёгких заповедей не менее, чем тяжёлых-2",,Artikel 282,,Artículo 282,,Makale 282,,"Остерігайтеся легких заповідей не менше, ніж важких (2)",
1,283,ARTICLE,283 Oi Zair Bemizva 3,,rb-dargot-sulam-283-oi-zair-bemizva-3,Article 283,,הוי זהיר במצוה קלה כבחמורה (ג'),,"Остерегайтесь лёгких заповедей не менее, чем тяжёлых-3",,Artikel 283,,Artículo 283,,Makale 283,,"Остерігайтеся легких заповідей не менше, ніж важких (3)",
1,284,ARTICLE,284 Mizva Kala Suka,,rb-dargot-sulam-284-mizva-kala-suka,Article 284,,מצוה קלה יש לי וסוכה שמה,,"Есть у Меня мицва, лёгкая для исполнения, имя ей – сукка",,Artikel 284,,Artículo 284,,Makale 284,,"Є в Мене міцва, легка для виконання, ім'я їй - сукка",
1,285,ARTICLE,285 Adam Bone Binian,,rb-dargot-sulam-285-adam-bone-binian,Article 285,,אדם בונה בנין,,Человек строит дом в этом мире,,Artikel 285,,Artículo 285,,Makale 285,,Людина будує будинок в цьому світі,
1,286,ARTICLE,286 Emet Ve Shalom,,rb-dargot-sulam-286-emet-ve-shalom,Article 286,,האמת והשלום אהבו,,И правду и мир любите,,Artikel 286,,Artículo 286,,Makale 286,,"І правду, і мир любіть",
1,287,ARTICLE,287 Mesir Ozno,,rb-dargot-sulam-287-mesir-ozno,Article 287,,מסיר אזנו משמוע תורה,,Кто отклоняет ухо свое от слушания Торы,,Artikel 287,,Artículo 287,,Makale 287,,"Хто відхиляє вухо своє, щоб не слухати Тори",
1,288,ARTICLE,288 Iti Levhun,,rb-dargot-sulam-288-iti-levhun,Article 288,,אתי מלבנון כלה,,"Со мною с Леванона, невеста",,Artikel 288,,Artículo 288,,Makale 288,,"Зі мною з Лівану, наречена",
1,289,ARTICLE,289 Medabek Im Zadikim,,rb-dargot-sulam-289-medabek-im-zadikim,Article 289,,הקדוש ברוך הוא מדקדק עם צדיקים,,Творец придирчив к праведникам,,Artikel 289,,Artículo 289,,Makale 289,,Творець прискіпливий до праведників,
1,290,ARTICLE,290 Zadik Be Emanuto,,rb-dargot-sulam-290-zadik-be-emanuto,Article 290,,וצדיק באמונתו יחיה,,Праведник жив будет верой своей,,Artikel 290,,Artículo 290,,Makale 290,,Праведник житиме вірою своєю,
1,291,ARTICLE,291 Adam Tafkido,,rb-dargot-sulam-291-adam-tafkido,Article 291,,אדם ותפקידו,,Назначение человека,,Artikel 291,,Artículo 291,,Makale 291,,Призначення людини,
1,292,ARTICLE,292 Bolem Azmo,,rb-dargot-sulam-292-bolem-azmo,Article 292,,הבולם עצמו בשעת מריבה,,Останови себя во время спора,,Artikel 292,,Artículo 292,,Makale 292,,Зупини себе під час суперечки,
1,293,ARTICLE,293 Shomer Shabbat,,rb-dargot-sulam-293-shomer-shabbat,Article 293,,כל שומר שבת כדת מחללו,,Соблюдающий шабат на уровне религии оскверняет его,,Artikel 293,,Artículo 293,,Makale 293,,"Той, хто дотримується шабата на рівні релігії опоганює його",
1,294,ARTICLE,294 Naase Ve Nishma 1,,rb-dargot-sulam-294-naase-ve-nishma-1,Article 294,,נעשה ונשמע (א'),,Сделаем и услышим-1,,Artikel 294,,Artículo 294,,Makale 294,,Зробимо і почуємо (1),
1,295,ARTICLE,295 Mekadesh Shvii 1,,rb-dargot-sulam-295-mekadesh-shvii-1,Article 295,,כל מקדש שביעי (א'),,Кто освящает день седьмой-1,,Artikel 295,,Artículo 295,,Makale 295,,Хто освячує день сьомий (1),
1,296,ARTICLE,296 Bria Ve Tikun,,rb-dargot-sulam-296-bria-ve-tikun,Article 296,,עצם הבריאה ותיקון הבריאה,,Суть творения и исправление творения,,Artikel 296,,Artículo 296,,Makale 296,,Суть творіння і виправлення творіння,
1,297,ARTICLE,297 Mekimai Me Afar,,rb-dargot-sulam-297-mekimai-me-afar,Article 297,,מקימי מעפר דל מאשפות ירים אביון,,"Поднимающий из праха бедняка, из сора возвышающий нищего",,Artikel 297,,Artículo 297,,Makale 297,,"Той, хто піднімає з пороху бідняка, із сміття підносить жебрака",
1,298,ARTICLE,298 Shituf Rahamim,,rb-dargot-sulam-298-shituf-rahamim,Article 298,,ענין שיתוף מדת הרחמים בדין,,Включение свойства милосердия в свойство суда,,Artikel 298,,Artículo 298,,Makale 298,,Включення властивості милосердя у властивість суду,
1,299,ARTICLE,299 Inian Nikiei Daat,,rb-dargot-sulam-299-inian-nikiei-daat,Article 299,,ענין נקיי דעת,,Кто чист знаниями,,Artikel 299,,Artículo 299,,Makale 299,,Хто чистий знаннями,
1,300,ARTICLE,300 Erez Lo Mishkenut,,rb-dargot-sulam-300-erez-lo-mishkenut,Article 300,,ארץ אשר לא במסכנות תאכל בה לחם,,"Земля, где не в скудости есть будешь хлеб",,Artikel 300,,Artículo 300,,Makale 300,,"Земля, де не в злиднях їстимеш хліб",
1,301,ARTICLE,301 Amon Ha Am,,rb-dargot-sulam-301-amon-ha-am,Article 301,,המון העם ויחידי סגולה,,"Множество людей, а избранных - единицы",,Artikel 301,,Artículo 301,,Makale 301,,"Безліч людей, а обраних - одиниці",
1,302,ARTICLE,302 Yaakov Bahar,,rb-dargot-sulam-302-yaakov-bahar,Article 302,,כי יעקב בחר לו י-ה,,Потому что Яакова избрал себе Господь,,Artikel 302,,Artículo 302,,Makale 302,,Тому що Якова обрав собі Господь,
1,303,ARTICLE,303 Binyan Shalem 2,,rb-dargot-sulam-303-binyan-shalem-2,Article 303,,שמחם בבנין שלם (ב'),,Порадуй их совершенным строением-2,,Artikel 303,,Artículo 303,,Makale 303,,Порадуй їх досконалою будовою (2),
1,304,ARTICLE,304 Inian Iraa,,rb-dargot-sulam-304-inian-iraa,Article 304,,ענין יראה ואהבה,,Благоговение и любовь,,Artikel 304,,Artículo 304,,Makale 304,,Благоговіння і любов,
1,305,ARTICLE,305 Inian Ara,,rb-dargot-sulam-305-inian-ara,Article 305,,ענין הרע,,Зло,,Artikel 305,,Artículo 305,,Makale 305,,Зло,
