Level,Position,Type,Name,Description,Pattern,en.name,en.description,he.name,he.description,ru.name,ru.description,de.name,de.description,es.name,es.description,tr.name,tr.description,ua.name,ua.description
1,76,ARTICLE,076 Al Kol Kubsancha,,bs-shamati-076-al-kol-kubsancha,76. With All Thy Offerings Thou Shalt Offer Salt,,עו. על כל קרבנך תקריב מלח,,76. Ко всякому жертвоприношению добавь соль,,76. Jede deiner Opfergaben sollst du mit Salz darbringen,,76. En todas tus ofrendas ofrecerás sal,,76. Tümüyle senin lütuflarınla,,76. До всякого жертвопринесення додай сіль,
1,77,ARTICLE,077 Nishmat Adam,,bs-shamati-077-nishmat-adam,77. One Learns from One's Soul,,עז. נשמת אדם תלמדנו,,77. Душа человека учит,,77. Die Seele des Menschen wird ihn lehren,,77. Uno aprende de su alma,,77. Kişi Kişinin Ruhudan Öğrenir,,77. Душа людини навчає,
1,78,ARTICLE,078 Oraita,,bs-shamati-078-oraita,"78. The Torah, the Creator, and Israel Are One",,"עח. אורייתא וקב""ה וישראל חד הוא",,"78. Тора, Творец и Исраэль – одно целое",,"78. Die Tora, deer Schöpfer und Israel sind eins",,"78. La Torá, el Creador e Israel son uno",,"78. Tora, Yaratan ve Israil birdir",,"78. Тора, Творець та Ісраель - одне ціле",
1,79,ARTICLE,079 Atzilut Ve Bia,,bs-shamati-079-atzilut-ve-bia,79. Atzilut and Bya,,"עט. אצילות ובי""ע",,79. Ацилут и БЕА,,79. Azilut und BYA,,79. Atzilut y BIA,,79. Atzilut ve BYA,,79. Ацилут і БЄА,
1,80,ARTICLE,080 Achor Be Achor,,bs-shamati-080-achor-be-achor,80. Concerning Back to Back,,פ. ענין אחור באחור,,80. Cпиной к спине,,80. Rücken an Rücken (Achor be Achor),,80. Acerca de espalda con espalda,,,,80. Cпиною до спини,
1,81,ARTICLE,081 Alaat Man,,bs-shamati-081-alaat-man,81. Concerning Raising Man,,"פא. ענין העלאת מ""ן",,81. Подъем МАН,,81. Die Erhebung von MaN,,81. Acerca de elevar MAN,,81. Insanı yükseltmeye ilişkin,,81. Підйом МАН,
1,82,ARTICLE,082 Tfila She Zrihim,,bs-shamati2-082-tfila-she-zrihim,82. The Prayer One Should Always Pray,,פב. התפילה שצריכין להתפלל תמיד,,"82. Молитва, которая нужна всегда",,,,82. La plegaria que uno siempre debe elevar,,,,"82. Молитва, яка потрібна завжди",
1,83,ARTICLE,083 Vav Yaminit,,bs-shamati-083-vav-yaminit,"83. Concerning the Right Vav, the Left Vav",,"פג. ענין ו' ימינית, ו' שמאלית",,"83. ""Вав"" правая и ""вав"" левая",,83. Das rechte Waw und das linke Waw,,83. Acerca de la Vav derecha y la Vav izquierda,,"83. Sağ Vav, Sol Vav'a ilişkin",,"83. ""Вав"" права і ""вав"" ліва",
1,84,ARTICLE,084 Ve Igaresh,,bs-shamati-084-ve-igaresh,"84. What Is ""So He Drove the Man Out of the Garden of Eden lest He Would Take of the Tree of Life""",,"פד. מהו, ויגרש את האדם מגן עדן, מטעם שלא יקח מעץ החיים",,"84. И изгнал Адама из рая, дабы не взял от Древа Жизни",,"84. Was bedeutet ""Er vertrieb den Menschen aus dem Garten Eden, damit er nicht vom Baum des Lebens nehmen würde""?",,"84. ¿Que significa ""Y se expulsará al hombre del Jardín del Edén para que tome del Árbol de la Vida""?",,84. Hayat Ağacından yemesin diye insanın eden bahçesinin dışına sürdü,,"84. І вигнав Адама із раю, щоб не взяв з Дерева Життя",
1,85,ARTICLE,085 Pri Etz Adar,,bs-shamati-085-pri-etz-adar,"85. What Is the Fruit of Goodly Trees, in the Work",,"פה. מהו, פרי עץ הדר, בעבודה",,85. Плод великолепного дерева,,"85. Was ist ""die Frucht des prächtigen Baumes"" in er spirituellen Arbeit?",,"85. ¿Qué significa ""Fruto de árbol hermoso"" en el trabajo?",,85. Çalışmada bereketli ağaçların meyvesi nedir,,85. Плід прекрасного дерева,
1,86,ARTICLE,086 Ve Yaven,,bs-shamati-086-ve-yaven,86. And They Built Store-Cities,,פו. ויבן ערי מסכנות,,86. И построили нищие города,,86. Und sie bauten armselige Städte,,86. Y construyeron ciudades de almacenaje,,86. Ve mağaza şehirler inşa ettiler ,,86. І збудували злиденні міста,
1,87,ARTICLE,087 Shabat Shkalim,,bs-shamati-087-shabat-shkalim,87. Shabbat Shekalim,,פז. שבת שקלים,,87. Шаббат Шкалим,,87. Shabbat Shekalim,,87. Shabat Shekalim,,87. Şabat Şekalim,,87. Шабат Шкалім,
1,88,ARTICLE,088 Kol Avoda,,bs-shamati-088-kol-avoda,88. All the Work Is Only Where There Are Two Ways,,פח. כל העבודה הוא רק במקום שיש ב' דרכים,,88. Вся работа – только на перепутье двух дорог-1,,"88. Die ganze Arbeit ist nur dort, wo es zwei Wege gibt",,88. Todo el trabajo se encuentra sólo allí donde hay dos caminos,,88. Bütün çalışma sadece,,88. Вся робота - тільки на роздоріжжі двох доріг,
1,89,ARTICLE,089 Bichdei Leavin,,bs-shamati-089-bichdei-leavin,89. To Understand the Words of the Holy Zohar,,"פט. בכדי להבין את דברי הזה""ק",,89. Чтобы понять написанное в Зоар,,89. Um die Worte des heiligen Sohar zu verstehen,,89. Para comprender las palabras del Sagrado Zóhar,,89. Kutsal Zoharın sözlerini anlamak,,89. Щоб зрозуміти написане в Зоар,
1,90,ARTICLE,090 Zohar Bereshit,,bs-shamati-090-zohar-bereshit,"90. In The Zohar, Beresheet",,צ. בזהר בראשית,,"90. В Зоар, Берешит",,"90. Im Sohar, BeReshit",,"90. En el Zóhar, Bereshit",,90. Zohar'da Yaratılış,,"90. В Зоар, Берешіт",
1,91,ARTICLE,091 Bnei Tmura,,bs-shamati-091-bnei-tmura,91. Concerning the Replaceable,,צא. ענין בני תמורה,,91. Подмененный сын,,91. Das Ausgetauschte,,91. Acerca de lo reemplazable,,91. Yerdeğiştirebilmeye ilişkin,,91. Підмінений син,
1,92,ARTICLE,092 Bchinat Mazla,,bs-shamati-092-bchinat-mazla,92. Explaining the Discernment of Luck,,צב. ביאור לבחינת מזלא,,92. Смысл удачи,,"92. Erklärung des Aspektes ""Glück""",,92. Explicando el discernimiento de la suerte,,92. Şans algısını açıklamak,,92. Сенс удачі,
1,93,ARTICLE,093 Snapir Ve Kaskeset,,bs-shamati-093-snapir-ve-kaskeset,93. Concerning Fins and Scales,,צג. ענין סנפיר וקשקשת,,93. Плавники и чешуя,,93. Flossen und Schuppen,,93. Acerca de las aletas y las escamas,,,,93. Плавники і луска,
1,94,ARTICLE,094 Ve Shamartem,,bs-shamati-094-ve-shamartem,94. And You Shall Keep Your Souls,,צד. ושמרתם את נפשותיכם,,94. Берегите души свои,,94. Und ihr sollt eure Seelen bewahren,,94. Guardad vuestras almas,,94. Ruhlarınızı muhafaza edeceksiniz,,94. Бережіть душі свої,
1,95,ARTICLE,095 Asarat Orla,,bs-shamati-095-asarat-orla,95. Concerning Removing the Foreskin,,צה. ענין הסרת הערלה,,95. Отсечение крайней плоти,,95. Die Entfernung der Vorhaut,,95. Acerca de extirpar el prepucio,,95. Sünnet derisini almaya ilişkin,,95. Відсікання крайньої плоті,
1,96,ARTICLE,096 Mahu Psolet,,bs-shamati-096-mahu-psolet,"96. What Is Waste of Barn and Winery, in the Work",,"צו. מהו פסולת גורן ויקב, בעבודה",,"96. ""Отходы гумна и винодельни"" – в духовной работе",,96. Der Abfall des Dreschbodens und des Weinkellers in der spirituellen Arbeit,,96. Qué significan el deshecho del granero y de la bodega en el trabajo espiritual?,,,,"96. Відходи току і виноробні"" - у духовній роботі",
1,97,ARTICLE,097 Inyan Psolet,,bs-shamati-097-inyan-psolet,97. Waste of Barn and Winery,,צז. ענין פסולת גורן ויקב,,97. Отходы гумна и винодельни – 2,,97. Abfälle des Dreschbodens und der Weinkellerei,,97. El deshecho del granero y de la bodega,,,,"97. Відходи току і виноробні"" - 2",
1,98,ARTICLE,098 Ruchaniut Nikra,,bs-shamati-098-ruchaniut-nikra,98. Spirituality Is Called That Which Will Never Be Lost,,"צח. רוחניות נקרא, מה שלא יתבטל לעולם",,98. Духовным называется вечное,,"98. Als Spiritualität wird das bezeichnet, was niemals verloren geht",,98. Se denomina espiritualidad a aquello que nunca se pierde,,"98. Maneviyat, asla kaybolmayacak şey",,98. Духовним зветься вічне,
1,99,ARTICLE,099 Tzadik Ve Rasha,,bs-shamati-099-tzadik-ve-rasha,99. He Did Not Say Wicked or Righteous,,צט. רשע או צדיק לא קאמר,,99. Грешник или праведник – не cказано,,"99. Er sagte nicht: ""Ein Bösewicht oder ein Gerechter""",,99. Malvado o justo no dirás,,99. Kötü veya haklı demedi,,99. Грішник чи праведник - не сказано,
1,100,ARTICLE,100 Tora She Bichtav,,bs-shamati-100-tora-she-bichtav,100. The Written Torah and the Oral Torah,,ק. תורה שבכתב ותורה שבעל פה,,100. Письменная и устная Тора-1,,100. Die schriftliche und die mündliche Tora,,100. La Torá escrita y la Torá Oral,,100. Yazılı Tora ve Sözlü Tora,,100. Письмова та усна Тора,
1,101,ARTICLE,101 La Menatzeah,,bs-shamati-101-la-menatzeah,"101. A Commentary on the Psalm, ""For the Leader upon Roses""",,"קא. ביאור להזמר ""למנצח על שושנים""",,101. Победителю над розами,,"101. Ein Kommentar zum Lied ""Dem Sangmeister auf Shoshanim""",,101. Un comentario acerca del salmo “para el líder entre rosas”,,"101. Psalm üstüne bir tefsir, ""Güllerin Üzerindeki Lider için""",,101. Переможцю над трояндами,
1,102,ARTICLE,102 Ve Lakachtem,,bs-shamati-102-ve-lakachtem,102. And You Shall Take You the Fruit of Goodly Trees,,קב. ולקחתם לכם פרי עץ הדר,,102. И возьмите себе плод цитрусового дерева,,102. Und ihr sollt euch nehmen eine Frucht vom Baum Hader,,102. Y te llevarás el fruto de los buenos árboles,,102. Ve Sen Bereketli Ağaçların meyvesini alacaksın,,102. І візьміть собі плід цитрусового дерева,
1,103,ARTICLE,103 Edabenu Libo,,bs-shamati-103-edabenu-libo,103. Whose Heart Maketh Him Willing,,קג. ידבנו לבו,,103. Благорасположенный сердцем,,"103. Von jedem Menschen, dessen Herz willig ist",,103. Cuyo corazón lo vuelve dispuesto,,,,103. Прихильний серцем,
1,104,ARTICLE,104 Mechabel Havei Yetiv,,bs-shamati-104-mechabel-havei-yetiv,104. And the Saboteur Was Sitting,,קד. והמחבל הוי יתיב,,104. Вредитель скрывался в потопе,,104. Und der Zerstörer saß,,104. Y el destructor se encontraba sentado,,104. Ve kundakçı oturuyordu,,104. Шкідник переховувався в потопі,
1,105,ARTICLE,105 Kodem La Kohen,,bs-shamati-105-kodem-la-kohen,105. A Wise Disciple Bastard Precedes a High Priest Commoner,,קה. ממזר תלמיד חכם קודם לכהן גדול עם הארץ,,"105. Незаконнорожденный мудрец – предпочтительнее первосвященника, обывателя",,105. Ein Bastard und ein weiser Schüler gehen einem ungelehrten Hohepriester voraus,,105. El bastardo que es un sabio discípulo precede al alto sacerdote común,,,,"105. Краще незаконнонароджений мудрець, ніж першосвященик, обиватель",
1,106,ARTICLE,106 Mahu Remez,,bs-shamati-106-mahu-remez,106.  What Do the Twelve Challahs on Shabbat Imply,,"קו. מהו הרמז של י""ב חלות בשבת",,106. 12 субботних хлебов,,106. Was ist die Bedeutung der 12. Challot (geflochtene Brote) am Shabbat?,,106. ¿Qué es implican las doce Jalot de Shabat?,,106. Şabatta on iki Challahs ne anlama gelir,,106. 12 суботніх хлібів,
1,107,ARTICLE,107 Bet Malachim,,bs-shamati-107-bet-malachim,107. Concerning the Two Angels,,קז. ענין ב' המלאכים,,107. Два ангела,,107. Die zwei Engel,,107. Acerca de los dos ángeles,,107. Iki meleğe ilişkin,,107. Два ангела,
1,108,ARTICLE,108 Im Taazveni Yom,,bs-shamati-108-im-taazveni-yom,"108. If You Leave Me One Day, I Will Leave You Two",,"קח. אם תעזבני יום, יומים אעזבך",,"108. Если оставишь Меня на день, на два дня оставлю тебя",,"108. Wenn du mich für einen Tag verläßt, werde Ich dich für zwei verlassen",,"108. Si me dejas por un día, yo te dejaré por dos",,"108. Eğer beni bir gün yalnız bırakırsan, ben seni iki gün bırakacağım",,"108. Якщо залишиш Мене на день, на два дні залишу тебе",
1,109,ARTICLE,109 Bet Minei Basar,,bs-shamati-109-bet-minei-basar,109. Two Kinds of Meat,,קט. ב' מיני בשר,,109. Два вида мяса,,109. Zwei Arten von Fleisch,,109. Dos tipos de carne,,109. Etin iki türü,,109. Два види м'яса,
1,110,ARTICLE,110 Sade Asher,,bs-shamati-110-sade-asher,110. A Field Which the Lord Has Blessed,,קי. שדה אשר ברכו ה',,"110. Поле, благословенное Творцом",,"110. Ein Feld, das vom Schöpfer gesegnet ist",,110. Un campo que el Señor ha bendecido,,110. Tanrının kutsadığı bir yer,,"110. Поле, яке благословив Творець",
1,111,ARTICLE,111 Evel Kol Dibur,,bs-shamati-111-evel-kol-dibur,"111. Breath, Sound, and Speech",,"קיא. הבל, קול ודיבור",,"111. Выдох, голос, речь",,"111. Hauch, Stimme und Rede",,"111. Aliento, sonido y habla",,"111. Nefes, ses ve konuşma",,"111. Видих, голос, мова",
1,112,ARTICLE,112 Shloshet Malachim,,bs-shamati-112-shloshet-malachim,112. The Three Angels,,קיב. שלשת המלאכים,,112. Три ангела,,112. Die drei Engel,,112. Los tres ángeles,,112. Üç melek,,112. Три ангела,
1,113,ARTICLE,113 Tfilat Shmone Esre,,bs-shamati-113-tfilat-shmone-esre,113. The Eighteen Prayer,,קיג. תפילת שמונה עשרה,,"113. Молитва ""Шмоне-Эсре"" (Восемнадцать благословений)",,113. Das Gebet der Achtzehn (Segenssprüche),,113. La plegaria dieciocho,,113. On sekiz yakarış,,"113. Молитва ""Шмоне-Есре"" (Вісімнадцять благословень)",
1,114,ARTICLE,114 Tfila,,bs-shamati-114-tfila,114. Prayer,,קיד. ענין תפילה,,114. Суть молитвы,,114. Das Gebet,,114. Plegaria,,114. Dua,,114. Суть молитви,
1,115,ARTICLE,115 Domem Tzomeah,,bs-shamati-115-domem-tzomeah,"115. Still, Vegetative, Animate, and Speaking",,"קטו. ענין דומם, צומח, חי, מדבר",,"115. Неживое, растительное, животное, человек",,"115. Unbewegt, pflanzlich, lebend und sprechend",,"115. Inerte, Vegetal, Animal y Hablante",,"115. Cansız, bitkisel, hayvansal ve konuşan",,"115. Неживе, рослинне, тварина, людина",
1,116,ARTICLE,116 Mitzvot Ein Tzrcihot,,bs-shamati-116-mitzvot-ein-tzrcihot,116. Why Did He Say that Mitzvot Do Not Require Intention,,קטז. למאן דאמר מצוות אין צריכות כוונה,,116. Заповеди не нуждаются в намерении,,"116. Warum sagte er, Mizwot bedürften keiner Absicht",,116. ¿Por qué dijo que las Mitzvot no necesitan intención?,,116. Neden Mitzvotun niyet gerektirmediğini söyledi,,116. Заповіді не потребують наміру,
1,117,ARTICLE,117 Yagata Ve Lo Matzata,,bs-shamati-117-yagata-ve-lo-matzata,"117. You Labored and Did Not Find, Do Not Believe",,קיז. יגעת ולא מצאת אל תאמין,,117. Приложил усилия и не нашел – не верь,,117. Du hast dich abgemüht und nichts gefunden [das] glaube nicht,,"117. Se esforzaron y no encontraron, no lo creas",,,,117. Доклав зусилля і не знайшов - не вір,
1,118,ARTICLE,118 Leavin,,bs-shamati-118-leavin,118. To Understand the Matter of the Knees Which Have Bowed Unto Baal,,קיח. להבין ענין ברכים אשר כרעו לבעל,,"118. Колени, преклонившиеся пред хозяином",,"118. Die Knie, die sich dem Baal beugten",,118. Para entender lo relativo a las rodillas que se flexionan ante Baal,,118. Baal'a doğru diz çökme konusunu anlamak,,"118. Коліна, що схилилися перед господарем",
1,119,ARTICLE,119 Hahu Talmid,,bs-shamati-119-hahu-talmid,119. That Disciple Who Learned in Secret,,קיט. ההוא תלמיד דלמד בחשאי,,"119. Ученик, учившийся в тайне",,"119. Ein Schüler, der insgeheim studierte",,119. Aquel discípulo que aprendió en secreto,,119. Sırrı öğrenen öğrenci,,"119. Учень, який навчався в таємниці",
1,120,ARTICLE,120 Taam Al Minhag,,bs-shamati-120-taam-al-minhag,120. The Reason for Not Eating Nuts on Rosh Hashanah,,קכ. טעם על מנהג שלא אוכלין אגוזים בראש השנה,,120. Почему не едят орехи в Новый Год,,"120. Der HIntergrund des Brauches, an Rosh HaShana keine Nüsse zu essen",,120. La razón de no comer nueces en Rosh HaShaná,,,,120. Чому не їдять горіхи на Новий Рік,
1,121,ARTICLE,121 Haita Ke Oniyot,,bs-shamati-121-haita-ke-oniyot,121. She Is Like Merchant-Ships,,קכא. היתה כאניות סוחר,,121. Подобна суднам торговым,,121. Sie ist wie ein Handelsschiff,,121. Es cual barcos mercantiles,,"121. O, tüccar gemileri gibi",,121. Подібна до кораблів купецьких,
1,122,ARTICLE,122 Leavin Ma She Mevoar,,bs-shamati-122-leavin-ma-she-mevoar,122. Understanding What Is Written in Shulchan Aruch,,קכב. להבין מה שמבואר בשולחן ערוך,,122. Объяснение к Шулхан Арух,,"122. Um es zu verstehen, was im Shulchan Areuch erkärt wird",,122. Comprendiendo lo escrito en el Shulján Aruj,,122. Shulchan Aruch'ta ne yazdığını anlamak,,122. Пояснення до Шулхан Арух,
1,123,ARTICLE,123 Gitu Ve Idu,,bs-shamati-123-gitu-ve-idu,123. His Divorce and His Hand Come as One,,קכג. ענין גיטו וידו באין כאחד,,123. Отталкивает и предлагает Свою руку одновременно,,123. Seine Scheidung und Seine Hand sind Eins,,123. Su divorcio y su mano vienen como uno,,123. Onun boşanması ve onun eli tek hale geliyor,,123. Відштовхує і пропонує Свою руку одночасно,
1,124,ARTICLE,124 Shabat Bereshit,,bs-shamati-124-shabat-bereshit,124. A Shabbat of Genesis and of the Six Thousand Years,,קכד. שבת בראשית - ודשיתא אלפי שני,,124. Суббота Сотворения мира – и шести тысячелетий,,124. Der Shabbat von BeReshit und der Shabbat der seche Jahrtausende,,124. Un Shabat de Génesis y de los seis mil años,,124. Genesis'in ve altı bin yıl'ın şabatı,,124. Субота Створення світу - і шести тисячоліть,
1,125,ARTICLE,125 Meaneg Shabat,,bs-shamati-125-meaneg-shabat,125. Who Delights the Shabbat,,קכה. המענג את השבת,,125. Наслаждающийся Субботой,,125. Der den Shabbat erfreut,,125. Quien deleita al Shabat,,125. Şabatı kim mutlu eder,,125. Хто насолоджується Суботою,
1,126,ARTICLE,126 Hacham Ba,,bs-shamati-126-hacham-ba,126. A Sage Comes to Town,,קכו. חכם בא לעיר,,126. Мудрец пришел в город,,126. Ein Weiser kommt in die Stadt,,126. Un sabio llega a la ciudad,,126. Bilge kasabaya geliyor,,126. Мудрець прийшов у місто,
1,1127,ARTICLE,127 Kodem Yetzirat Vlad,,bs-shamati-127-kodem-yetzirat-vlad,,,קכז. קודם יצירת הולד,,127. Перед созданием зародыша,,"127. Der Unterschied zwischen dem Wesentlichen, der Essenz und dem zusätzlichen Überfluss",,,,127,,127. Перед створенням зародка,
1,128,ARTICLE,128 Mehai Galgalta,,bs-shamati-128-mehai-galgalta,128. Dew Drips from that Galgalta to Zeir Anpin,,"קכח. מהאי גלגלתא נטיף טלא לז""א",,128. С головы той сочится роса на Зеир Анпин,,128. Von diesem Galgalta tropt Tau zu Seir Anpin,,128. Gotas de rocío caen de esa Galgalta a Zeir Anpin,,128. Galgaltadan Zer Anpine Çiğ damlaları,,128. З голови тієї сочиться роса на Зеір Анпін,
1,129,ARTICLE,129 Shchinta Be Afra,,bs-shamati-129-shchinta-be-afra,129. Divinity in the Dust,,קכט. בחינת שכינתא בעפרא,,129. Шхина во прахе,,129. Shechina im Staub,,129. La Divinidad en el polvo,,129. Tozdaki ilahilik,,129. Шхіна у праху,
1,130,ARTICLE,130 Tveriya De Razal,,bs-shamati-130-tveriya-de-razal,"130. Tiberias of Our Sages, Good Is Thy Sight",,"קל. טבריא דרז""ל, טובה ראיתך",,"130. Тверия мудрецов наших, как хорошо увидеть тебя",,"130. Tiberius unserer Weisen, gut ist Deine Sicht",,"130. Tiberias de nuestros sabios, buena es la vista",,,,"130. Тверія мудреців наших, як добре побачити тебе",
1,131,ARTICLE,131 Haba Letaher,,bs-shamati-131-haba-letaher,131. Who Comes to Be Purified,,קלא. הבא לטהר,,131. Приходящий очиститься,,131. Wer sich zu reinigen kommt,,131. Quien viene a ser purificado,,131. Kim arınmış hale gelir,,131. Хто приходить очиститися,
1,132,ARTICLE,132 Be Ziat Apecha,,bs-shamati-132-be-ziat-apecha,132. In the Sweat of Thy Face Shalt Thou Eat Bread,,קלב. בזיעת אפיך תאכל לחם,,132. В поте лица твоего будешь есть хлеб-1,,132. Im Schweiße deines Angesichts wirst du Brot essen,,132. Ganarás el pan con el sudor de tu frente,,,,132. У поті лиця ти їстимеш хліб,
1,133,ARTICLE,133 Orot Shabat,,bs-shamati-133-orot-shabat,133. The Lights of Shabbat,,קלג. אורות דשבת,,133. Свет Субботы,,133. Lichter des Shabbats,,133. Las Luces de Shabat,,133. Şabat'ın Işıkları,,133. Світло Суботи,
1,134,ARTICLE,134 Yain Meshaker,,bs-shamati-134-yain-meshaker,134. Intoxicating Wine,,קלד. יין המשכר,,134. Пьянящее вино,,134. Berauschender Wein,,134. Vino intoxicante,,134. Mest Eden Şarap,,134. П'янке вино,
1,135,ARTICLE,135 Naki Ve Tzadik,,bs-shamati-135-naki-ve-tzadik,135. Clean and Righteous Slay Thou Not,,קלה. נקי וצדיק אל תהרוג,,135. Чистого и праведного не убивай,,135. Den Reinen und den Gerechten sollst du nicht umbringen,,135. Al puro y justo no matarás,,,,135. Чистого і праведного не вбивай,
1,136,ARTICLE,136 Chiluk Bein Igrot,,bs-shamati-136-chiluk-bein-igrot,136. The Difference between the First Letters and the Last Letters,,קלו. החילוק בין אגרות הראשונות לאגרות האחרונות,,136. Отличие между первыми и последними посланиями,,136. Der Unterschied zwischen den ersten Briefen und den letzten Briefen,,136. La repartición entre las primeras cartas y las últimas,,136. Ilk Mektuplar ve Son Mektuplar Arasındaki Fark,,136. Відмінність між першими і останніми посланнями,
1,137,ARTICLE,137 Tzelpachad,,bs-shamati-137-tzelpachad,137. Zelophehad Was Gathering Wood,,קלז. צלפחד היה מקושש עצים,,137. Целафхад собирал хворост,,137. Zelofchad sammelte Holz am Shabbat,,137. Zelofejad estaba juntando leña,,137. Zelophehad odun istifliyordu,,137. Целафхад збирав хмиз,
1,138,ARTICLE,138 Ira Ve Pachad,,bs-shamati-138-ira-ve-pachad,138. About Fear that Sometimes Comes Upon a Person,,קלח. ענין יראה ופחד שבא לפעמים להאדם,,"138. Боязнь и страх, овладевающие иногда человеком",,"138. Über Furcht und Angst, die einen Menschen manchmal überkommen",,138. Acerca del temor y el miedo que a veces le sobreviene a la persona,,138. Bazen kişinin üstüne çöken korku hakkında,,"138. Боязнь і страх, які оволодівають іноді людиною",
1,139,ARTICLE,139 Evdel,,bs-shamati-139-evdel,139. The Difference between the Six Days of Action and the Shabbat,,קלט. הבדל מששת ימי המעשה לשבת,,139. Отличие шести дней творения от Субботы,,139. Der Unterschied zwischen den sechs Werkezugen und Shabbat,,139. La diferencia entre los seis días de actividad y el Shabat,,139. Eylemin altı günü ve şabat arasında,,139. Відмінність шести днів творіння від Суботи,
1,140,ARTICLE,140 Ma Ahavti,,bs-shamati-140-ma-ahavti,140. How I Love Thy Law,,קמ. מה אהבתי תורתך,,140. Как люблю я Тору Твою,,140. Wie liebe ich Deine Lehre,,140. Cómo Amo Tu ley,,,,140. Як люблю я Тору Твою,
1,141,ARTICLE,141 Pesach,,bs-shamati-141-pesach,141. The Holiday of Passover,,קמא. ענין חג הפסח,,141. Праздник Песах,,141. Das Pessachfest,,141. La Fiesta de Pésaj,,141. Paskalya Tatili,,141. Свято Песах,
1,142,ARTICLE,142 Ikar Milchama,,bs-shamati-142-ikar-milchama,142. The Essence of the War,,קמב. עיקר המלחמה,,142. Основная борьба,,142. Der hauptsächliche Krieg,,142. La Lucha principal,,142. Savaşın özü,,142. Основна боротьба,
1,143,ARTICLE,143 Ach Tov,,bs-shamati-143-ach-tov,143. Only Good to Israel,,קמג. אך טוב לישראל,,143. Только на благо Израилю,,143. Der Schöpfer ist gut zu Israel,,143. Sólo el bien para Israel,,143. Sadece israile iyi,,143. Тільки на благо Ізраїлю,
1,144,ARTICLE,144 Yeshno Am,,bs-shamati-144-yeshno-am,144. There Is a Certain People,,קמד. ישנו עם אחד,,144. Есть один народ,,144. Es gibt ein bestimmtes Volk,,144. Hay cierto pueblo,,144. Belli bir halk var,,144. Є один народ,
1,145,ARTICLE,145 Yahiv Hochmata,,bs-shamati-145-yahiv-hochmata,145. What Is Will Give Wisdom Specifically to the Wise,,קמה. מהו יהיב חכמתא לחכימין דוקא,,145. Почему мудрость дается именно мудрецам,,"145. Ws heißt es, dass Er gerade ""den Weisen Weisheit gibt""?",,145. Qué significa que les otorgará sabiduría específicamente a los sabios,,,,145. Чому мудрість дається саме мудрецям,
1,146,ARTICLE,146 Pirush Al Zohar,,bs-shamati-146-pirush-al-zohar,146. A Commentary on The Zohar,,קמו. פירוש על זהר,,146. Объяснение к Зоар,,146. Ein Kommentar zum Sohar,,146. Un comentario sobre El Zóhar,,146. Zohar üstüne bir tefsir,,146. Пояснення до Зоар,
1,147,ARTICLE,147 Inyan Avoda,,bs-shamati-147-inyan-avoda,147. The Work of Reception and Bestowal,,קמז. ענין העבודה של קבלה והשפעה,,147. Работа по получению и отдаче,,147. Die spirituelle Arbeit des Empfangens und Gebens,,147. El trabajo de recepción y de otorgamiento,,147. Alma ve ihsan etmenin çalışması,,147. Робота по отриманню та віддачі,
1,148,ARTICLE,148 Mar Ve Matok,,bs-shamati-148-mar-ve-matok,"148. The Scrutiny of Bitter and Sweet, True and False",,"קמח. יש בירור מר ומתוק, אמת ושקר",,"148. Выбор между горьким и сладким, правдой и ложью",,"148. Die Klärung von bitter und süß, Wahrheit und Lüge",,"148. Los escrutinios de amargo y dulce, y de verdadero y falso",,"148. Acı ve tatlının, doğru ve yanlışın tetkiki",,"148. Вибір між гірким і солодким, правдою і обманом",
1,149,ARTICLE,149 Lama Tzrichim,,bs-shamati-149-lama-tzrichim,149. Why We Need to Extend Hochma,,קמט. למה צריכים להמשיך בחינת חכמה,,149. Почему нужно притягивать свет мудрости,,149. Warum man den Aspekt von Chochma heranziehen muß,,149. Por qué necesitamos extender Jojmá,,149. Hohmayı genişletmeye neden ihtiyacımız var,,149. Чому необхідно притягувати світло мудрості,
1,150,ARTICLE,150 Zimru La Shem,,bs-shamati-150-zimru-la-shem,"150. Prune unto the Lord, for He Hath Done Pride",,"קנ. זמרו לה', כי גאות עשה",,"150. Воспевайте Творца, ибо великое сотворил Он",,"150. Singet zum Schöpfer, denn Stolz hat Er geschaffen",,"150. Podar al señor, pues Él ha creado el orgullo",,,,"150. Оспівуйте Творця, бо величне сотворив Він",
1,151,ARTICLE,151 Va Ire Israel,,bs-shamati-151-va-ire-israel,151. And Israel Saw the Egyptians,,קנא. וירא ישראל את מצרים,,151. И увидел Исраэль египтян,,151. Und Israel sah die Ägypter,,151. E Israel vio a los egipcios,,151. Ve israil Mısırlıları gördü,,151. І побачив Ісраель єгиптян,
1,152,ARTICLE,152 Ki Shochad Yaaver,,bs-shamati-152-ki-shochad-yaaver,152. For a Bribe Doth Blind the Eyes of the Wise,,קנב. כי השוחד יעור עיני חכמים,,152. Подкуп слепит мудрецов,,152. Denn die Bestechung lässt die Augen der Weisen erbinden,,152. Pues un soborno ciega al sabio,,,,152. Підкуп засліплює мудреців,
